x,y
232,-0.4611465416112788
233,-0.46317355937660315
234,-0.44999794390199516
235,-0.46925461267257607
236,-0.4641870682592653
237,-0.44290338172336013
238,-0.43986285507537365
239,-0.4165521507741442
240,-0.3719577599370095
241,-0.36486319775837445
242,-0.34357951122246927
243,-0.31520126250792907
244,-0.32939038686519917
245,-0.321282315803902
246,-0.3010121381506589
247,-0.31520126250792907
248,-0.31722828027325334
249,-0.29898512038533465
250,-0.31722828027325334
251,-0.31722828027325334
252,-0.29898512038533465
253,-0.3182417891559155
254,-0.31520126250792907
255,-0.30709319144663183
256,-0.31520126250792907
257,-0.308106700329294
258,-0.29290406708936173
259,-0.3141877536252669
260,-0.31317424474260475
261,-0.30912020921195615
262,-0.321282315803902
263,-0.3202688069212398
264,-0.3182417891559155
265,-0.3344579312785099
266,-0.3385119668091585
267,-0.328376877982537
268,-0.341552493457145
269,-0.3476335467531179
270,-0.328376877982537
271,-0.34357951122246927
272,-0.3395254756918207
273,-0.3253363513345506
274,-0.34662003787045575
275,-0.34053898457448284
276,-0.328376877982537
277,-0.3537146000490908
278,-0.35675512669707726
279,-0.34256600233980716
280,-0.34662003787045575
281,-0.341552493457145
282,-0.32939038686519917
283,-0.3456065289877936
284,-0.34864705563578
285,-0.3344579312785099
286,-0.3496605645184422
287,-0.3496605645184422
288,-0.3344579312785099
289,-0.341552493457145
290,-0.3344579312785099
291,-0.3324309135131856
292,-0.34256600233980716
293,-0.34256600233980716
294,-0.3121607358599426
295,-0.2979716115026725
296,-0.2868230137933888
297,-0.26756634502280796
298,-0.2624988006094972
299,-0.2503366940175514
300,-0.22499897195099758
301,-0.2331070430122948
302,-0.24628265848690276
303,-0.2371610785429434
304,-0.2564177473135243
305,-0.2766879249667673
306,-0.24729616736956492
307,-0.21993142753768682
308,-0.25844476507884856
309,-0.27972845161475374
310,-0.30303915591598324
311,-0.33648494904383425
312,-0.33040389574786133
313,-0.35675512669707726
314,-0.36080916222772585
315,-0.34662003787045575
316,-0.36689021552369877
317,-0.37803881323298244
318,-0.3658767066410366
319,-0.37803881323298244
320,-0.38411986652895536
321,-0.36080916222772585
322,-0.3891874109422661
323,-0.4145251330088199
324,-0.4641870682592653
325,-0.5199300568056836
326,-0.5726325187041155
327,-0.40439004418219837
328,-0.09020229055693146
329,0.40540355306486053
330,0.890874307860031
331,0.8462799170228963
332,0.059797024077066926
333,-0.5027004058004271
334,-0.4469574172540087
335,-0.39830899088622546
336,-0.39020091982492827
337,-0.3972954820035633
338,-0.40236302641687405
339,-0.39425495535557686
340,-0.4003360086515498
341,-0.40641706194752264
342,-0.40236302641687405
343,-0.4145251330088199
344,-0.4135116241261577
345,-0.4074305708301848
346,-0.4266872396007657
347,-0.4236467129527792
348,-0.40540355306486053
349,-0.42263320407011706
350,-0.4236467129527792
351,-0.40844407971284696
352,-0.42263320407011706
353,-0.40540355306486053
354,-0.395268464238239
355,-0.40439004418219837
356,-0.40439004418219837
357,-0.39425495535557686
358,-0.4165521507741442
359,-0.4246602218354414
360,-0.41249811524349556
361,-0.42161969518745496
362,-0.4236467129527792
363,-0.4013495175342119
364,-0.41249811524349556
365,-0.4145251330088199
366,-0.3972954820035633
367,-0.40236302641687405
368,-0.39628197312090113
369,-0.39020091982492827
370,-0.40236302641687405
371,-0.4094575885955091
372,-0.40844407971284696
373,-0.4206061863047928
374,-0.42263320407011706
375,-0.41249811524349556
376,-0.4277007484834278
377,-0.43175478401407646
378,-0.41857916853946847
379,-0.42263320407011706
380,-0.4236467129527792
381,-0.4003360086515498
382,-0.3891874109422661
383,-0.3597956533450637
384,-0.33344442239584776
385,-0.3344579312785099
386,-0.328376877982537
387,-0.30709319144663183
388,-0.3121607358599426
389,-0.30607968256396967
390,-0.29898512038533465
391,-0.30709319144663183
392,-0.31317424474260475
393,-0.30506617368130756
394,-0.31317424474260475
395,-0.32330933356922625
396,-0.3040526647986454
397,-0.31925529803857766
398,-0.31317424474260475
399,-0.2999986292679968
400,-0.3243228424518884
401,-0.3243228424518884
402,-0.31925529803857766
403,-0.3456065289877936
404,-0.34357951122246927
405,-0.32939038686519917
406,-0.3456065289877936
407,-0.3537146000490908
408,-0.3537146000490908
409,-0.361822671110388
410,-0.35675512669707726
411,-0.3456065289877936
412,-0.35675512669707726
413,-0.36384968887571234
414,-0.3496605645184422
415,-0.3699307421716852
416,-0.3729712688196717
417,-0.3597956533450637
418,-0.3689172332890231
419,-0.37398477770233385
420,-0.3516875822837665
421,-0.3557416178144151
422,-0.36384968887571234
423,-0.34053898457448284
424,-0.35472810893175294
425,-0.3628361799930502
426,-0.3516875822837665
427,-0.37499828658499595
428,-0.36689021552369877
429,-0.35472810893175294
430,-0.3658767066410366
431,-0.3597956533450637
432,-0.3476335467531179
433,-0.34864705563578
434,-0.3344579312785099
435,-0.3040526647986454
436,-0.3101337180946183
437,-0.29290406708936173
438,-0.27770143384942947
439,-0.2807419604974159
440,-0.26553932725748364
441,-0.2493231851348892
442,-0.26857985390547007
443,-0.27567441608410514
444,-0.26959336278813223
445,-0.27871494273209163
446,-0.27770143384942947
447,-0.2665528361401458
448,-0.24526914960424062
449,-0.2827689782627402
450,-0.3202688069212398
451,-0.3628361799930502
452,-0.3851333754116175
453,-0.3729712688196717
454,-0.38411986652895536
455,-0.39425495535557686
456,-0.38209284876363103
457,-0.3972954820035633
458,-0.39628197312090113
459,-0.37499828658499595
460,-0.40236302641687405
461,-0.40844407971284696
462,-0.39425495535557686
463,-0.4277007484834278
464,-0.482430228147184
465,-0.5108084768617243
466,-0.549321814402886
467,-0.6385105960771553
468,-0.5797270808827505
469,-0.3851333754116175
470,-0.120607557036796
471,0.3699307421716852
472,0.8097935972470589
473,0.7631721886445999
474,0.06689158625570199
475,-0.5016868969177649
476,-0.4682411037899139
477,-0.39020091982492827
478,-0.40236302641687405
479,-0.4033765352995362
480,-0.3871603931769418
481,-0.40641706194752264
482,-0.4074305708301848
483,-0.39222793759025254
484,-0.4104710974781713
485,-0.40844407971284696
486,-0.40236302641687405
487,-0.4094575885955091
488,-0.4033765352995362
489,-0.3871603931769418
490,-0.395268464238239
491,-0.4013495175342119
492,-0.39628197312090113
493,-0.40236302641687405
494,-0.4033765352995362
495,-0.3831063576462932
496,-0.3851333754116175
497,-0.3932414464729147
498,-0.37803881323298244
499,-0.395268464238239
500,-0.3861468842942796
501,-0.37499828658499595
502,-0.395268464238239
503,-0.3831063576462932
504,-0.37398477770233385
505,-0.39222793759025254
506,-0.3790523221156446
507,-0.3831063576462932
508,-0.38209284876363103
509,-0.37499828658499595
510,-0.3760117954676581
511,-0.3891874109422661
512,-0.37398477770233385
513,-0.37398477770233385
514,-0.3932414464729147
515,-0.37499828658499595
516,-0.37803881323298244
517,-0.3871603931769418
518,-0.37094425105434736
519,-0.3729712688196717
520,-0.3932414464729147
521,-0.38107933988096887
522,-0.36790372440636093
523,-0.3699307421716852
524,-0.3344579312785099
525,-0.3162147713905912
526,-0.3243228424518884
527,-0.2969581026200103
528,-0.2939175759720239
529,-0.2908770493240374
530,-0.2766879249667673
531,-0.27972845161475374
532,-0.2969581026200103
533,-0.287836522676051
534,-0.287836522676051
535,-0.30607968256396967
536,-0.28580950491072665
537,-0.2807419604974159
538,-0.30303915591598324
539,-0.29594459373734816
540,-0.29189055820669957
541,-0.30303915591598324
542,-0.2979716115026725
543,-0.30607968256396967
544,-0.3162147713905912
545,-0.29898512038533465
546,-0.3121607358599426
547,-0.3385119668091585
548,-0.321282315803902
549,-0.31925529803857766
550,-0.3324309135131856
551,-0.321282315803902
552,-0.321282315803902
553,-0.34256600233980716
554,-0.3344579312785099
555,-0.33648494904383425
556,-0.3496605645184422
557,-0.34053898457448284
558,-0.3324309135131856
559,-0.33648494904383425
560,-0.33344442239584776
561,-0.3314174046305235
562,-0.3557416178144151
563,-0.3577686355797394
564,-0.3456065289877936
565,-0.3516875822837665
566,-0.34256600233980716
567,-0.34256600233980716
568,-0.36790372440636093
569,-0.35675512669707726
570,-0.3456065289877936
571,-0.3537146000490908
572,-0.33344442239584776
573,-0.3324309135131856
574,-0.34053898457448284
575,-0.3141877536252669
576,-0.29189055820669957
577,-0.3020256470333211
578,-0.27871494273209163
579,-0.27871494273209163
580,-0.27162038055345655
581,-0.2493231851348892
582,-0.23614756966028125
583,-0.2564177473135243
584,-0.2432421318389163
585,-0.25236371178287564
586,-0.2624988006094972
587,-0.2635123094921593
588,-0.2736473983187808
589,-0.24729616736956492
590,-0.2635123094921593
591,-0.2999986292679968
592,-0.32736336909987485
593,-0.3395254756918207
594,-0.3354714401611721
595,-0.35675512669707726
596,-0.34053898457448284
597,-0.34459302010513143
598,-0.3699307421716852
599,-0.3689172332890231
600,-0.3689172332890231
601,-0.37803881323298244
602,-0.3689172332890231
603,-0.36486319775837445
604,-0.3760117954676581
605,-0.3577686355797394
606,-0.3577686355797394
607,-0.38209284876363103
608,-0.42567373071810355
609,-0.4783761926165354
610,-0.5635109387601561
611,-0.475335665968549
612,-0.22398546306833544
613,0.18851265217516014
614,0.7054021823328573
615,0.7753342952365457
616,0.15506685904730916
617,-0.4246602218354414
618,-0.48344373702984617
619,-0.41553864189148204
620,-0.3912144287075904
621,-0.3972954820035633
622,-0.4236467129527792
623,-0.40844407971284696
624,-0.4003360086515498
625,-0.4135116241261577
626,-0.39020091982492827
627,-0.39425495535557686
628,-0.39628197312090113
629,-0.3891874109422661
630,-0.3912144287075904
631,-0.4175656596568063
632,-0.40236302641687405
633,-0.39830899088622546
634,-0.4206061863047928
635,-0.4074305708301848
636,-0.40641706194752264
637,-0.41249811524349556
638,-0.41249811524349556
639,-0.40844407971284696
640,-0.41857916853946847
641,-0.40540355306486053
642,-0.39425495535557686
643,-0.39830899088622546
644,-0.3972954820035633
645,-0.4094575885955091
646,-0.42972776624875214
647,-0.4033765352995362
648,-0.3972954820035633
649,-0.4104710974781713
650,-0.39830899088622546
651,-0.3972954820035633
652,-0.4165521507741442
653,-0.40439004418219837
654,-0.3972954820035633
655,-0.4236467129527792
656,-0.42263320407011706
657,-0.42972776624875214
658,-0.4510114527846573
659,-0.43986285507537365
660,-0.4611465416112788
661,-0.4560789971979681
662,-0.4327682928967386
663,-0.43175478401407646
664,-0.4510114527846573
665,-0.4307412751314143
666,-0.41553864189148204
667,-0.42161969518745496
668,-0.38209284876363103
669,-0.3658767066410366
670,-0.361822671110388
671,-0.33040389574786133
672,-0.30607968256396967
673,-0.3141877536252669
674,-0.30912020921195615
675,-0.3101337180946183
676,-0.31925529803857766
677,-0.308106700329294
678,-0.2999986292679968
679,-0.31722828027325334
680,-0.308106700329294
681,-0.3010121381506589
682,-0.29898512038533465
683,-0.28175546938007806
684,-0.2979716115026725
685,-0.31722828027325334
686,-0.2999986292679968
687,-0.31317424474260475
688,-0.33344442239584776
689,-0.31722828027325334
690,-0.33040389574786133
691,-0.3354714401611721
692,-0.32330933356922625
693,-0.321282315803902
694,-0.3395254756918207
695,-0.33648494904383425
696,-0.32330933356922625
697,-0.32939038686519917
698,-0.3314174046305235
699,-0.33040389574786133
700,-0.3385119668091585
701,-0.3202688069212398
702,-0.3243228424518884
703,-0.3496605645184422
704,-0.341552493457145
705,-0.3243228424518884
706,-0.34053898457448284
707,-0.31925529803857766
708,-0.3253363513345506
709,-0.33648494904383425
710,-0.3314174046305235
711,-0.3324309135131856
712,-0.34256600233980716
713,-0.32736336909987485
714,-0.32939038686519917
715,-0.3496605645184422
716,-0.32939038686519917
717,-0.3121607358599426
718,-0.29898512038533465
719,-0.26553932725748364
720,-0.2604717828441729
721,-0.26148529172683505
722,-0.2371610785429434
723,-0.2290530074816462
724,-0.23209353412963266
725,-0.22499897195099758
726,-0.23614756966028125
727,-0.25135020290021354
728,-0.23006651636430833
729,-0.24729616736956492
730,-0.25135020290021354
731,-0.20574230318041672
732,-0.20776932094574102
733,-0.2635123094921593
734,-0.27972845161475374
735,-0.3101337180946183
736,-0.3395254756918207
737,-0.3456065289877936
738,-0.34864705563578
739,-0.34864705563578
740,-0.34256600233980716
741,-0.3456065289877936
742,-0.3658767066410366
743,-0.35878214446240153
744,-0.34662003787045575
745,-0.3719577599370095
746,-0.35067407340110435
747,-0.35067407340110435
748,-0.3760117954676581
749,-0.40236302641687405
750,-0.4510114527846573
751,-0.5118219857443864
752,-0.5432407611069131
753,-0.40540355306486053
754,-0.1601344034606199
755,0.31317424474260475
756,0.8037125439510859
757,0.7925639462418023
758,0.13479668139406611
759,-0.42871425736609
760,-0.4885112814431569
761,-0.4074305708301848
762,-0.3912144287075904
763,-0.39830899088622546
764,-0.3831063576462932
765,-0.38817390205960395
766,-0.4104710974781713
767,-0.395268464238239
768,-0.3993224997688876
769,-0.4145251330088199
770,-0.39830899088622546
771,-0.4013495175342119
772,-0.41959267742213063
773,-0.3993224997688876
774,-0.39425495535557686
775,-0.4145251330088199
776,-0.3972954820035633
777,-0.39628197312090113
778,-0.41148460636083345
779,-0.3993224997688876
780,-0.39628197312090113
781,-0.42161969518745496
782,-0.40844407971284696
783,-0.40844407971284696
784,-0.4246602218354414
785,-0.41148460636083345
786,-0.39020091982492827
787,-0.41148460636083345
788,-0.39830899088622546
789,-0.40641706194752264
790,-0.42263320407011706
791,-0.4104710974781713
792,-0.4165521507741442
793,-0.41959267742213063
794,-0.40439004418219837
795,-0.4013495175342119
796,-0.40540355306486053
797,-0.3972954820035633
798,-0.40236302641687405
799,-0.4246602218354414
800,-0.4145251330088199
801,-0.4175656596568063
802,-0.44391689060602224
803,-0.43378180177940073
804,-0.4347953106620629
805,-0.448984435019333
806,-0.4368223284273872
807,-0.441889872840698
808,-0.44391689060602224
809,-0.4266872396007657
810,-0.40439004418219837
811,-0.3861468842942796
812,-0.3395254756918207
813,-0.32736336909987485
814,-0.32736336909987485
815,-0.294931084854686
816,-0.287836522676051
817,-0.30303915591598324
818,-0.2868230137933888
819,-0.2908770493240374
820,-0.29594459373734816
821,-0.27972845161475374
822,-0.27871494273209163
823,-0.2908770493240374
824,-0.2736473983187808
825,-0.26959336278813223
826,-0.2868230137933888
827,-0.27770143384942947
828,-0.2868230137933888
829,-0.30303915591598324
830,-0.29189055820669957
831,-0.2908770493240374
832,-0.30709319144663183
833,-0.3010121381506589
834,-0.30303915591598324
835,-0.32330933356922625
836,-0.31722828027325334
837,-0.3121607358599426
838,-0.32330933356922625
839,-0.31520126250792907
840,-0.3202688069212398
841,-0.32939038686519917
842,-0.3111472269772804
843,-0.31520126250792907
844,-0.3344579312785099
845,-0.32330933356922625
846,-0.32634986021721274
847,-0.33344442239584776
848,-0.32736336909987485
849,-0.3222958246865641
850,-0.32939038686519917
851,-0.31520126250792907
852,-0.31520126250792907
853,-0.3314174046305235
854,-0.3182417891559155
855,-0.32736336909987485
856,-0.3344579312785099
857,-0.32736336909987485
858,-0.3222958246865641
859,-0.3314174046305235
860,-0.3162147713905912
861,-0.3202688069212398
862,-0.32939038686519917
863,-0.31520126250792907
864,-0.3010121381506589
865,-0.30912020921195615
866,-0.27770143384942947
867,-0.2533772206655378
868,-0.26553932725748364
869,-0.23817458742560554
870,-0.22499897195099758
871,-0.21993142753768682
872,-0.20472879429775456
873,-0.20776932094574102
874,-0.2371610785429434
875,-0.2290530074816462
876,-0.2310800252469705
877,-0.2503366940175514
878,-0.20979633871106532
879,-0.220944936420349
880,-0.2766879249667673
881,-0.29594459373734816
882,-0.3222958246865641
883,-0.3253363513345506
884,-0.32736336909987485
885,-0.3354714401611721
886,-0.34459302010513143
887,-0.3324309135131856
888,-0.3243228424518884
889,-0.3456065289877936
890,-0.341552493457145
891,-0.34053898457448284
892,-0.3496605645184422
893,-0.34053898457448284
894,-0.34053898457448284
895,-0.3557416178144151
896,-0.37398477770233385
897,-0.44594390837134656
898,-0.4986463702697784
899,-0.5351326900456159
900,-0.4145251330088199
